s000159169,BIO134L 02,R,0800,1045
s000159526,BA 420 A316,W,1800,2155
s000159526,BA 344 01,TR,1330,1445
s000159566,BA 351 02,MWF,1300,1350
s000159710,BA 221L 01,R,0930,1045
s000159952,BIO134L 02,R,0800,1045
s000159952,BIO134 01,MWF,0900,0950
s000160255,BA 330 01,TR,1200,1315
s000160255,BA 346 01,MWF,1300,1350
s000160512,BA 344 01,TR,1330,1445
s000160512,BIO113 01,MWF,1000,1050
s000160989,BA 420 01,T,1800,2045
s000160989,BA 344 01,TR,1330,1445
s000161057,BA 333 01,TR,1330,1445
s000161057,BA 420 01,T,1800,2045
s000161057,BA 410 01,MW,1400,1515
s000161719,BA 327 A316,T,1800,2155
s000161719,BA 236 A311,M,1800,2155
s000161868,BA 221L 01,R,0930,1045
s000161868,BA 330 01,TR,1200,1315
s000161868,BA 437 A311,R,1800,2155
s000161868,BA 346 01,MWF,1300,1350
s000162513,BA 330 01,TR,1200,1315
s000162513,BA 437 A311,R,1800,2155
s000162922,BIO134 01,MWF,0900,0950
s000162922,BIO134L 02,R,0800,1045
s000162981,BA 410 01,MW,1400,1515
s000163201,BA 420 01,T,1800,2045
s000163201,BA 330 01,TR,1200,1315
s000163394,BA 410 01,MW,1400,1515
s000163394,BA 344 01,TR,1330,1445
s000163496,BA 236 A311,M,1800,2155
s000164423,BA 221L 01,R,0930,1045
s000164423,BA 344 01,TR,1330,1445
s000164423,BA 420 01,T,1800,2045
s000164423,BA 450 01,MW,1400,1515
s000164712,BA 221L 02,R,1330,1445
s000164712,BA 330 01,TR,1200,1315
s000164712,BA 410 01,MW,1400,1515
s000164737,BA 450 01,MW,1400,1515
s000164737,BA 333 01,TR,1330,1445
s000164766,BIO215 01,MWF,1000,1050
s000164964,BA 221L 01,R,0930,1045
s000164964,BA 236 02,TR,1200,1315
s000165643,BA 221L 01,R,0930,1045
s000166042,BA 351 01,MWF,1100,1150
s000166156,BA 221L 02,R,1330,1445
s000166156,BA 236 01,TR,0930,1045
s000166518,BA 221L 01,R,0930,1045
s000166518,BA 236 02,TR,1200,1315
s000166518,BA 341 A216,W,1800,2155
s000166518,BA 351 01,MWF,1100,1150
s000166518,BA 346 01,MWF,1300,1350
s000166680,BA 330 01,TR,1200,1315
s000166680,BA 410 01,MW,1400,1515
s000166680,BA 420 A316,W,1800,2155
s000166686,BIO215L 01,T,1330,1615
s000166686,BIO215 01,MWF,1000,1050
s000166978,BA 401 S213,W,1730,2130
s000166992,BA 351 02,MWF,1300,1350
s000166992,BA 420 01,T,1800,2045
s000166992,BA 450 01,MW,1400,1515
s000166992,BA 437 A311,R,1800,2155
s000166992,BA 341 A216,W,1800,2155
s000166992,BA 333 01,TR,1330,1445
s000167178,BIO215 01,MWF,1000,1050
s000167178,BIO215L 01,T,1330,1615
s000167931,BA 410 01,MW,1400,1515
s000167935,BA 236 02,TR,1200,1315
s000167963,BA 450 01,MW,1400,1515
s000168006,BA 221L 01,R,0930,1045
s000168006,BIO113 01,MWF,1000,1050
s000168006,BIO113L 02,M,1600,1800
s000168006,BIO115L 02,W,1400,1645
s000168006,BIO115 01,MWF,1300,1350
s000168232,BA 351 01,MWF,1100,1150
s000168445,BA 330 01,TR,1200,1315
s000168445,BA 333 01,TR,1330,1445
s000168502,BA 330 01,TR,1200,1315
s000168502,BA 450 01,MW,1400,1515
s000168761,BIO134 01,MWF,0900,0950
s000168761,BIO134L 02,R,0800,1045
s000168776,BIO215 01,MWF,1000,1050
s000169061,BIO215 01,MWF,1000,1050
s000169061,BIO134L 02,R,0800,1045
s000169061,BIO215L 01,T,1330,1615
s000169061,BIO122 01,TR,1200,1315
s000169061,BIO134 01,MWF,0900,0950
s000169152,BIO215 01,MWF,1000,1050
s000169209,BA 330 01,TR,1200,1315
s000169209,BA 333 01,TR,1330,1445
s000169209,BA 420 A316,W,1800,2155
s000169298,BA 410 01,MW,1400,1515
s000169298,BA 437 A311,R,1800,2155
s000169298,BA 333 01,TR,1330,1445
s000169298,BA 330 01,TR,1200,1315
s000169298,BA 236 01,TR,0930,1045
s000169311,BA 330 01,TR,1200,1315
s000169311,BA 437 A311,R,1800,2155
s000169311,BA 450 01,MW,1400,1515
s000169382,BIO134L 01,T,1330,1615
s000169382,BIO134 01,MWF,0900,0950
s000169437,BIO134 01,MWF,0900,0950
s000169437,BIO134L 02,R,0800,1045
s000169538,BIO134L 01,T,1330,1615
s000169538,BIO134 01,MWF,0900,0950
s000169683,BA 236 01,TR,0930,1045
s000169964,BA 437 A311,R,1800,2155
s000170111,BA 410 01,MW,1400,1515
s000170111,BA 330 01,TR,1200,1315
s000171651,BA 450 01,MW,1400,1515
s000171651,BA 330 01,TR,1200,1315
s000171684,BA 450 01,MW,1400,1515
s000171684,BA 346 01,MWF,1300,1350
s000171684,BA 330 01,TR,1200,1315
s000171699,BA 450 01,MW,1400,1515
s000171699,BA 437 A311,R,1800,2155
s000171699,BA 420 01,T,1800,2045
s000171699,BA 333 01,TR,1330,1445
s000171811,BA 420 01,T,1800,2045
s000171908,BIO215 01,MWF,1000,1050
s000172144,BA 344  01,TR,1330,1445
s000172144,BA 236 01,TR,0930,1045
s000172147,BA 420 01,T,1800,2045
s000172182,BIO215 01,MWF,1000,1050
s000172582,BA 450 01,MW,1400,1515
s000172582,BA 330 01,TR,1200,1315
s000172679,BIO134L 01,T,1330,1615
s000172679,BIO134 01,MWF,0900,0950
s000172760,BIO215L 01,T,1330,1615
